fecha,hasta,candidatas,cobertura universo,retorno,spy,universo_ew,turnover_pct,capital,spy_capital,universo_capital
2022-01-02,2022-04-04,"ANET, GOOG, AVGO, NVDA, AZO, TSCO, DGX, CTAS, CME, ORLY",348/501,-0.03168888232241611,-0.04080049052300294,-0.03972713890094892,40.0,4.346829881322138,2.492082480058669,2.370864208410308
2022-04-02,2022-07-05,"ORLY, ANET, GOOG, AVGO, REGN, NVDA, CINF, CMG, AZO, CTAS",365/500,-0.17677735636199327,-0.16022342570988268,-0.14617557265560396,30.0,3.578408786346694,2.0927924879520887,2.024301775057256
2022-07-02,2022-10-03,"ORLY, GOOG, REGN, AVGO, CMG, CINF, ANET, VICI, CI, AZO",369/498,0.039605142669819515,-0.036244695078538225,-0.02826432489748348,20.0,3.72013217686089,2.0169398623636097,1.9670862519964853
2022-10-02,2023-01-03,"ORLY, ANET, CMG, REGN, CPRT, CI, CTAS, MPC, AZO, AVGO",369/498,0.08801172842527057,0.043530533476576094,0.07294622900203587,30.0,4.047547439716881,2.1047383305624696,2.1105777762013775
2023-01-02,2023-04-03,"ORLY, AVGO, REGN, NFLX, ANET, CI, DGX, CTAS, PM, MPC",375/498,0.08872533739638347,0.08323733749605355,0.03996497636442422,30.0,4.40666745193363,2.2799311453243782,2.194926967142545
2023-04-02,2023-07-03,"ANET, AVGO, ORLY, LRCX, CPRT, MPC, CMG, REGN, ODFL, PHM",379/498,0.1243920344215593,0.08392375964826337,0.045762447633479274,50.0,4.954821781298922,2.4712715387791713,2.295372197535717
2023-07-02,2023-10-02,"CMG, AVGO, ANET, LRCX, ORLY, CPRT, EQT, MPC, NFLX, ODFL",386/503,0.010125875080288792,-0.03373833650883751,-0.06465766579212255,20.0,5.004993687701449,2.387894947999127,2.146958789118923
2023-10-02,2024-01-02,"ANET, AVGO, LRCX, ORLY, CMG, ODFL, CF, ATO, REGN, MPC",386/503,0.13646989061496548,0.12565840402019446,0.14724830249426937,30.0,5.688024628790659,2.6879540161325823,2.463094826341836
2024-01-02,2024-04-02,"ANET, AVGO, LRCX, CMG, FANG, BLDR, ATO, MPC, REGN, CF",388/503,0.20737232926319954,0.110203152886444,0.0766300210250063,20.0,6.867563544969424,2.9841750235241724,2.6518418346709955
2024-04-02,2024-07-02,"ANET, CMG, NVDA, AVGO, LRCX, SMCI, HST, STLD, NFLX, ETR",392/504,0.062007261923967404,0.06039773836349638,-0.018128793322233352,60.0,7.293402356481833,3.164412445825866,2.603767142126993
2024-07-02,2024-10-02,"ANET, NVDA, CMG, AVGO, SMCI, LRCX, MO, DECK, NFLX, FANG",392/503,-0.0776070792902848,0.03215344901347983,0.09315841506061631,30.0,6.727382701506397,3.266159220060349,2.8463299622744542
2024-10-02,2025-01-02,"ANET, NVDA, CTAS, ETR, MO, NFLX, NEE, CF, EOG, EXR",392/503,0.024309698755644683,0.03308738706262648,-0.013700427871485704,60.0,6.890923348393953,3.3742278943826522,2.8073340239278646
2025-01-02,2025-04-02,"ANET, NVDA, ETR, CF, MO, DAL, NFLX, APO, EOG, ORLY",394/503,-0.05566883928718249,-0.04346954843887707,-0.006169699579117438,30.0,6.507313643971917,3.2275517314839752,2.790013616381995
2025-04-02,2025-07-02,"CME, BKNG, ORLY, MO, VICI, WAT, NFLX, NEM, BRK.B, ETR",396/503,0.08767567374891867,0.15946375731735296,0.12101117545592378,60.0,7.077846752002685,3.742229257522538,3.127636443638413
2025-07-02,2025-10-02,"VICI, CME, BKNG, NFLX, MO, NEM, ORLY, O, MNST, APH",398/503,0.08860267914968781,0.07313673367833418,0.03043800797403352,30.0,7.7049629368410395,4.015923682093234,3.222835466649757
