date,strategy,spy
2022-11-22,371859.57733865205,224483.73562029705
2022-11-23,372397.0452367401,225898.40342983324
2022-11-25,372918.75208585267,225847.882150681
2022-11-28,368378.07355662214,222244.0249050466
2022-11-29,368588.4408804091,221862.28057629007
2022-11-30,378345.82008282933,228851.0635251263
2022-12-01,376217.75027393585,228682.70725680058
2022-12-02,375049.99847449304,228418.88790880845
2022-12-05,368350.00920057413,224309.781875015
2022-12-06,363202.5378314684,221076.3840126336
2022-12-07,362435.9406704458,220700.25515915157
2022-12-08,365390.47571532044,222429.2275991958
2022-12-09,363794.4730854777,220767.6768590819
2022-12-12,368011.72825365444,223950.53544399285
2022-12-13,367221.6093378422,225645.7970340719
2022-12-14,365541.51915785106,224203.1058431178
2022-12-15,358291.60700727877,218718.6943216642
2022-12-16,356488.6278265683,216136.47561130594
2022-12-19,354967.0275644489,214303.74286691088
2022-12-20,355758.29283679917,214596.97146682136
2022-12-21,361342.6546965223,217805.7296316041
2022-12-22,355386.86154846684,214698.51797803515
2022-12-23,358196.7777926055,215933.50857710568
2022-12-27,357954.30712010246,215081.97214701946
2022-12-28,354344.6094904272,212408.98791804173
2022-12-29,358643.2429975493,216232.33465397247
2022-12-30,357270.8868430292,215662.81387156594
2023-01-03,353635.0419798854,214754.87071228016
2023-01-04,354268.98689416086,216412.87578371112
2023-01-05,351123.92135509796,213942.8045939791
2023-01-06,360784.9202464447,218848.98414702338
2023-01-09,359174.2909857676,218724.90374143887
2023-01-10,361752.10253975703,220258.79241064898
2023-01-11,365150.08017147385,223044.59009802586
2023-01-12,364828.2509543949,223856.6742146451
2023-01-13,366000.69362539117,224725.12906382757
2023-01-17,365297.379593973,224313.47153024346
2023-01-18,361128.23733895324,220771.99645544688
2023-01-19,356496.24902914034,219164.78263794098
2023-01-20,363653.7232174291,223247.6111271807
2023-01-23,369308.38386418385,225926.26482638746
2023-01-24,371083.44942894246,225683.8094820839
2023-01-25,371994.46081421373,225768.40157756506
2023-01-26,377170.81225690024,228249.66772120973
