symbol,cik,valid_from,valid_to,status,evidence_count,direct_ticker_proofs,sec_issuer_filings,first_filed,last_filed,name_match,official_name_chain_match,other_sec_tickers_same_cik,source_refs
APH,0000820313,2010-01-01,2016-01-01,corroborated_candidate,24,0,24,2010-02-23,2015-11-05,True,False,[],"[{""accession"": ""0001104659-10-008799"", ""cik"": ""0000820313"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-02-23"", ""historical_name"": ""AMPHENOL CORP /DE/"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001104659-13-037040"", ""cik"": ""0000820313"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-05-03"", ""historical_name"": ""AMPHENOL CORP /DE/"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001104659-12-012448"", ""cik"": ""0000820313"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-24"", ""historical_name"": ""AMPHENOL CORP /DE/"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
APOL,0000929887,2010-01-01,2013-07-01,corroborated_candidate,14,0,14,2010-01-07,2013-06-25,True,False,[],"[{""accession"": ""0000950123-10-029090"", ""cik"": ""0000929887"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-03-29"", ""historical_name"": ""APOLLO GROUP INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0000929887-12-000015"", ""cik"": ""0000929887"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-06-25"", ""historical_name"": ""APOLLO GROUP INC"", ""sha256"": ""0dbb10aa316c674f07849a28e67a25a0a59bd6ef2bc214cd1800c8a2d2a05df6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q2.zip""}, {""accession"": ""0000929887-12-000003"", ""cik"": ""0000929887"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-01-05"", ""historical_name"": ""APOLLO GROUP INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
APTV,0001521332,2012-12-24,2016-01-01,corroborated_candidate,12,0,12,2013-02-11,2015-10-29,False,True,[],"[{""accession"": ""0001521332-13-000010"", ""cik"": ""0001521332"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-02-11"", ""historical_name"": ""DELPHI AUTOMOTIVE PLC"", ""sha256"": ""329f4e3e40c0351001037ad1dea3fd28c07100f6f6d6d64d5998ea01b060a790"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q1.zip""}, {""accession"": ""0001521332-14-000038"", ""cik"": ""0001521332"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2014-07-31"", ""historical_name"": ""DELPHI AUTOMOTIVE PLC"", ""sha256"": ""4d10510a2f17a6da8012d83f66bed7fbb434bca2529f7b2a92043c522d2c52b1"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2014q3.zip""}, {""accession"": ""0001521332-15-000070"", ""cik"": ""0001521332"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2015-10-29"", ""historical_name"": ""DELPHI AUTOMOTIVE PLC"", ""sha256"": ""1723b41ef2a1d3ea6595f6052ef229a80e03cd183391ca9e297a894f9e589d83"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2015q4.zip""}, {""evidence_kind"": ""sec_official_name_chain_no_ticker"", ""sha256"": ""a7c5310e7d2e64963c4f468938e56847859bfc3a0a237aec293303e596514c4f"", ""source_url"": ""https://data.sec.gov/submissions/CIK0001521332.json""}]"
ARG,0000804212,2010-01-01,2016-01-01,confirmed_by_multiple_evidence,3,3,22,2010-08-06,2015-11-04,True,False,[],"[{""accession"": ""0000804212-13-000015"", ""cik"": ""0000804212"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2013-05-22"", ""sha256"": ""bb7a12488374281cf539efd4dd48ff5f8abd9cc86265e8439e54a28d0bd5ce49"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/804212/000080421213000015/arg-20130331.xml""}, {""accession"": ""0000804212-15-000033"", ""cik"": ""0000804212"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-11-04"", ""sha256"": ""13d7bb8ac4f26c1edbe622ea9cbcedf7fa45aa73d1870691d0c96e8f09f9a161"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/804212/000080421215000033/arg-20150930.xml""}, {""accession"": ""0001193125-10-180609"", ""cik"": ""0000804212"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-08-06"", ""sha256"": ""390a2b3b8761f8bd511b61e45aba523c15de2de85f6e46637609b2640d484ad3"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/804212/000119312510180609/arg-20100610.xml""}, {""accession"": ""0000804212-13-000022"", ""cik"": ""0000804212"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-08-07"", ""historical_name"": ""AIRGAS INC"", ""sha256"": ""c9134387b650a9194f14b3f832f16aa1a72255c20a0e0b954001a643933cc849"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q3.zip""}, {""accession"": ""0000804212-12-000005"", ""cik"": ""0000804212"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-08"", ""historical_name"": ""AIRGAS INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
ARNC,0000004281,2010-01-01,2016-01-01,ambiguous,23,0,23,2010-02-18,2015-10-23,False,False,['AA'],"[{""accession"": ""0001193125-10-034308"", ""cik"": ""0000004281"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-02-18"", ""historical_name"": ""ALCOA INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001193125-13-161051"", ""cik"": ""0000004281"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-04-18"", ""historical_name"": ""ALCOA INC"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001193125-12-065493"", ""cik"": ""0000004281"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-16"", ""historical_name"": ""ALCOA INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
ATI,0001018963,2010-01-01,2015-07-02,corroborated_candidate,22,0,22,2010-02-25,2015-05-04,True,False,[],"[{""accession"": ""0000950123-10-017084"", ""cik"": ""0001018963"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-02-25"", ""historical_name"": ""ALLEGHENY TECHNOLOGIES INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001193125-13-084310"", ""cik"": ""0001018963"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-02-28"", ""historical_name"": ""ALLEGHENY TECHNOLOGIES INC"", ""sha256"": ""329f4e3e40c0351001037ad1dea3fd28c07100f6f6d6d64d5998ea01b060a790"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q1.zip""}, {""accession"": ""0001193125-12-081765"", ""cik"": ""0001018963"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-27"", ""historical_name"": ""ALLEGHENY TECHNOLOGIES INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
ATVI,0000718877,2015-08-31,2016-01-01,unresolved,1,0,1,2015-11-06,2015-11-06,True,True,[],"[{""accession"": ""0001104659-15-076727"", ""cik"": ""0000718877"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2015-11-06"", ""historical_name"": ""ACTIVISION BLIZZARD, INC."", ""sha256"": ""1723b41ef2a1d3ea6595f6052ef229a80e03cd183391ca9e297a894f9e589d83"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2015q4.zip""}, {""evidence_kind"": ""sec_official_name_chain_no_ticker"", ""sha256"": ""470b021b1c0b2ea825c3bc944d58d505f8f2ec7e27ae5651617755943a9db8a2"", ""source_url"": ""https://data.sec.gov/submissions/CIK0000718877.json""}]"
AVB,0000915912,2010-01-01,2016-01-01,corroborated_candidate,24,0,24,2010-03-01,2015-11-03,True,False,[],"[{""accession"": ""0000950123-10-019013"", ""cik"": ""0000915912"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-03-01"", ""historical_name"": ""AVALONBAY COMMUNITIES INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001104659-13-040124"", ""cik"": ""0000915912"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-05-10"", ""historical_name"": ""AVALONBAY COMMUNITIES INC"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001193125-12-080629"", ""cik"": ""0000915912"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-27"", ""historical_name"": ""AVALONBAY COMMUNITIES INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
AVGO,0001730168,2014-05-08,2016-01-01,unresolved,0,0,0,,,False,False,[],[]
AVP,0000008868,2010-01-01,2015-03-23,corroborated_candidate,21,1,21,2010-02-25,2015-02-24,True,False,[],"[{""accession"": ""0001193125-10-040175"", ""cik"": ""0000008868"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-02-25"", ""sha256"": ""e251edee2fbe1f83d6f53a4635c4c8243b02c4f7c2de93aca0b6859fafe823d5"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/8868/000119312510040175/avp-20091231.xml""}, {""accession"": ""0000008868-12-000095"", ""cik"": ""0000008868"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-11-01"", ""historical_name"": ""AVON PRODUCTS INC"", ""sha256"": ""af6629de7547f5d75c85abf170550b9466768071fcd419d5fdf1a1d026436e98"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q4.zip""}, {""accession"": ""0000008868-12-000010"", ""cik"": ""0000008868"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-29"", ""historical_name"": ""AVON PRODUCTS INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
AVY,0000008818,2010-01-01,2016-01-01,corroborated_candidate,22,0,22,2010-08-11,2015-11-03,True,False,[],"[{""accession"": ""0000950123-10-076168"", ""cik"": ""0000008818"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-08-11"", ""historical_name"": ""AVERY DENNISON CORPORATION"", ""sha256"": ""52014faf614ca0d7b8040e364f5b3e99f28d5e96b711aa922b490056e2c1d7b5"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q3.zip""}, {""accession"": ""0001104659-13-060554"", ""cik"": ""0000008818"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-08-07"", ""historical_name"": ""AVERY DENNISON CORP"", ""sha256"": ""c9134387b650a9194f14b3f832f16aa1a72255c20a0e0b954001a643933cc849"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q3.zip""}, {""accession"": ""0001193125-12-078843"", ""cik"": ""0000008818"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-27"", ""historical_name"": ""AVERY DENNISON CORP"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
AXP,0000004962,2010-01-01,2016-01-01,confirmed_by_multiple_evidence,2,2,24,2010-02-26,2015-10-28,True,False,[],"[{""accession"": ""0001193125-10-041232"", ""cik"": ""0000004962"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-02-26"", ""sha256"": ""0d6a98196f7b0d807e1d5e2c42a5f7fb9b12d89f0aac9ce8fb95eb9276b236c8"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4962/000119312510041232/axp-20091231.xml""}, {""accession"": ""0001193125-15-356064"", ""cik"": ""0000004962"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-10-28"", ""sha256"": ""c24645550024826ed5f49ef9386c3847f826bddb807d6de9de5a89efa96e3484"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/4962/000119312515356064/axp-20150930.xml""}, {""accession"": ""0001193125-13-180601"", ""cik"": ""0000004962"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-04-29"", ""historical_name"": ""AMERICAN EXPRESS CO"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001193125-12-077400"", ""cik"": ""0000004962"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-24"", ""historical_name"": ""AMERICAN EXPRESS CO"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
AYE,0000003673,2010-01-01,2011-02-25,confirmed_by_multiple_evidence,3,3,5,2010-03-01,2011-02-23,True,False,[],"[{""accession"": ""0001193125-10-044488"", ""cik"": ""0000003673"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-03-01"", ""sha256"": ""c6b789873cc26fc81f9a9ab09b6714801697d9efe68d11cd8d086948aeed0341"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/3673/000119312510044488/aye-20091231.xml""}, {""accession"": ""0001193125-10-181096"", ""cik"": ""0000003673"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-08-06"", ""sha256"": ""960be38ffa473897de7c8258b9c1fcab7228407ea582f4bd61a483a1acf95771"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/3673/000119312510181096/aye-20100630.xml""}, {""accession"": ""0001193125-11-043729"", ""cik"": ""0000003673"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2011-02-23"", ""sha256"": ""dfaa5e2506545e449058dd020e7d07d53f81a688ecefa81088cb29c2128849c6"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/3673/000119312511043729/aye-20101231.xml""}]"
AZO,0000866787,2010-01-01,2016-01-01,confirmed_by_multiple_evidence,5,5,24,2010-03-18,2015-12-16,True,False,[],"[{""accession"": ""0001193125-13-096099"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2013-03-07"", ""sha256"": ""d823bc263544fb53c91f50c5e35c69c89b2d46bef60f2318c433cb9887dbf212"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/866787/000119312513096099/azo-20130209.xml""}, {""accession"": ""0001193125-14-383401"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2014-10-27"", ""sha256"": ""0ed6bfa0da2b87618d2c24f7d232fb15a271e7dba957f600a07a53b25a123adc"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/866787/000119312514383401/azo-20140830.xml""}, {""accession"": ""0001193125-15-103307"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-03-24"", ""sha256"": ""3156a262c5181ad3493050d5d1f042dfbf8824b7235bb56246ed70e050b47fb1"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/866787/000119312515103307/azo-20150214.xml""}, {""accession"": ""0001193125-15-353476"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-10-26"", ""sha256"": ""bee58383f001d7978eb3cf341b289be39b994cdad2bb715726ddbe8ef74c6635"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/866787/000119312515353476/azo-20150829.xml""}, {""accession"": ""0001193125-15-404907"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-12-16"", ""sha256"": ""df7dff607d68dd862cf218a7dca5d485f5ab4352292e83aa8f9c3368c24432d5"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/866787/000119312515404907/azo-20151121.xml""}, {""accession"": ""0000950123-10-025907"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-03-18"", ""historical_name"": ""AUTOZONE INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001193125-13-256270"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-06-12"", ""historical_name"": ""AUTOZONE INC"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001193125-12-104181"", ""cik"": ""0000866787"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-03-08"", ""historical_name"": ""AUTOZONE INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
BA,0000012927,2010-01-01,2016-01-01,corroborated_candidate,24,1,24,2010-02-08,2015-10-21,True,False,[],"[{""accession"": ""0001193125-10-024406"", ""cik"": ""0000012927"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-02-08"", ""sha256"": ""93e997dff061057cf20fdff2f5ff8e7045fe69bd7c329fb85c902a8fa1b87420"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/12927/000119312510024406/ba-20091231.xml""}, {""accession"": ""0000012927-13-000023"", ""cik"": ""0000012927"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-04-24"", ""historical_name"": ""BOEING CO"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001193125-12-048565"", ""cik"": ""0000012927"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-09"", ""historical_name"": ""BOEING CO"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
BAC,0000070858,2010-01-01,2016-01-01,corroborated_candidate,24,1,24,2010-02-26,2015-10-30,True,False,[],"[{""accession"": ""0001193125-10-041666"", ""cik"": ""0000070858"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2010-02-26"", ""sha256"": ""9292a874084b80b89609b127934fed2a1d398f85c62ef0eb6c98979cc63f882d"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/70858/000119312510041666/bac-20091231.xml""}, {""accession"": ""0000070858-13-000147"", ""cik"": ""0000070858"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-05-07"", ""historical_name"": ""BANK OF AMERICA CORP /DE/"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0000070858-12-000155"", ""cik"": ""0000070858"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-23"", ""historical_name"": ""BANK OF AMERICA CORP /DE/"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
BAX,0000010456,2010-01-01,2016-01-01,confirmed_by_multiple_evidence,2,2,24,2010-02-23,2015-11-09,True,False,[],"[{""accession"": ""0001193125-13-069609"", ""cik"": ""0000010456"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2013-02-21"", ""sha256"": ""0ea6fc3663958790403893e6d425082f8bcdf81d3b8737c184c3557431fc7ca1"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/10456/000119312513069609/bax-20121231.xml""}, {""accession"": ""0001193125-15-370979"", ""cik"": ""0000010456"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-11-09"", ""sha256"": ""398075617ca6db27beb4cf76a32dd1aeb990ba5afb9d407d77ddfeadcbdde655"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/10456/000119312515370979/bax-20150930.xml""}, {""accession"": ""0000950123-10-015380"", ""cik"": ""0000010456"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-02-23"", ""historical_name"": ""BAXTER INTERNATIONAL INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001193125-13-192685"", ""cik"": ""0000010456"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-05-01"", ""historical_name"": ""BAXTER INTERNATIONAL INC"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001193125-12-075661"", ""cik"": ""0000010456"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-02-23"", ""historical_name"": ""BAXTER INTERNATIONAL INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
BBBY,0000886158,2010-01-01,2016-01-01,corroborated_candidate,24,1,24,2010-01-06,2015-10-07,True,False,[],"[{""accession"": ""0001171843-15-005433"", ""cik"": ""0000886158"", ""evidence_kind"": ""sec_dei_ticker"", ""filed_date"": ""2015-10-07"", ""sha256"": ""61dc169d39c98da31de6238d920f064fa29d68175fdadd9109f7fdf4a6cfb247"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/886158/000117184315005433/bbby-20150829.xml""}, {""accession"": ""0001104659-10-000569"", ""cik"": ""0000886158"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2010-01-06"", ""historical_name"": ""BED BATH & BEYOND INC"", ""sha256"": ""2a4db2340ab1662d5135d7e17be1a58352c5959017350f0ef2174135f9996125"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2010q1.zip""}, {""accession"": ""0001104659-13-035115"", ""cik"": ""0000886158"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2013-04-30"", ""historical_name"": ""BED BATH & BEYOND INC"", ""sha256"": ""7cc764386ea9cb01d62e1a9f4fac38dc9c741e96886a953ddaad2def4eb489c7"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2013q2.zip""}, {""accession"": ""0001104659-12-000340"", ""cik"": ""0000886158"", ""evidence_kind"": ""sec_bulk_issuer_name_no_ticker"", ""filed_date"": ""2012-01-04"", ""historical_name"": ""BED BATH & BEYOND INC"", ""sha256"": ""42ed1a5ecac978d4338bd51cd4bc15bf60cc821291eea492f8172fc4e803d5f6"", ""source_url"": ""https://www.sec.gov/files/dera/data/financial-statement-data-sets/2012q1.zip""}]"
