year,as_of,symbol,cik,entity_id,identity_tier,expected_sessions,yahoo_sessions,yahoo_first,yahoo_last,finsaber_sessions,finsaber_first,finsaber_last,overlap_returns,overlap_status,overlap_p99,known_cik_conflict,selected_source,coverage_status,price_attribution,price_source_status,terminal_status,identity_valid_from,identity_valid_to,membership_end_reason,sic,membership_exit_next_365d
2010,2010-09-30,SPGI,0000064040,cik:0000064040,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,4.2040943002197316e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,2731,False
2010,2010-09-30,SPLS,0000791519,cik:0000791519,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1998-10-07,2016-01-01,source_boundary,5940,False
2010,2010-09-30,SRCL,0000861878,cik:0000861878,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2008-11-19,2016-01-01,source_boundary,4955,False
2010,2010-09-30,SRE,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,5.06432001100965e-05,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,1998-06-29,2016-01-01,source_boundary,,False
2010,2010-09-30,STI,0000750556,cik:0000750556,confirmed_by_multiple_evidence,253,0,,,0,,,0,insufficient_overlap,,False,,incomplete_prices,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,6021,False
2010,2010-09-30,STJ,0000203077,cik:0000203077,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,3845,False
2010,2010-09-30,STT,0000093751,cik:0000093751,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.544797892668376e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1997-08-18,2016-01-01,source_boundary,6022,False
2010,2010-09-30,STZ,0000016918,cik:0000016918,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,6.440216075863647e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2005-07-05,2016-01-01,source_boundary,,False
2010,2010-09-30,SUN,0000095304,cik:0000095304,confirmed_by_multiple_evidence,253,0,,,0,,,0,insufficient_overlap,,False,,incomplete_prices,legacy_symbol_unattributed,excluded,none,1996-01-02,2012-10-05,exit,2911,False
2010,2010-09-30,SUNEQ,,,,253,0,,,0,,,0,insufficient_overlap,,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2007-05-31,2011-12-19,exit,,False
2010,2010-09-30,SVU,0000095521,cik:0000095521,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2012-05-01,exit,5411,False
2010,2010-09-30,SWK,0000093556,cik:0000093556,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.316920664175993e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,3420,False
2010,2010-09-30,SWN,0000007332,cik:0000007332,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2008-06-06,2016-01-01,source_boundary,1311,False
2010,2010-09-30,SWY,0000086144,cik:0000086144,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1998-11-13,2015-01-27,exit,5411,False
2010,2010-09-30,SYK,0000310764,cik:0000310764,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.3838167511835985e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2000-12-12,2016-01-01,source_boundary,3841,False
2010,2010-09-30,SYMC,0000849399,cik:0000849399,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2003-03-31,2016-01-01,source_boundary,7372,False
2010,2010-09-30,SYY,0000096021,cik:0000096021,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,4.872596432163867e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,5140,False
2010,2010-09-30,T,0000732717,cik:0000732717,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.004849087752936571,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4813,False
2010,2010-09-30,TAP,0000024545,cik:0000024545,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.0986725033765874e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,2082,False
2010,2010-09-30,TDC,0000816761,cik:0000816761,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.230281825040704e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2007-10-01,2016-01-01,source_boundary,3571,False
2010,2010-09-30,TE,0000350563,cik:0000350563,confirmed_by_multiple_evidence,253,0,,,0,,,0,insufficient_overlap,,False,,incomplete_prices,legacy_symbol_unattributed,excluded,none,2001-10-10,2016-01-01,source_boundary,4911,False
2010,2010-09-30,TEG,0000916863,cik:0000916863,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2007-02-22,2015-06-30,exit,4931,False
2010,2010-09-30,TER,0000097210,cik:0000097210,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,9.872881988488569e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1999-11-15,2013-12-23,exit,3825,False
2010,2010-09-30,TGNA,,,,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,,False
2010,2010-09-30,TGT,0000027419,cik:0000027419,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.8752942947341015e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,5331,False
2010,2010-09-30,THC,0000070318,cik:0000070318,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,8.671402346394076e-08,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,8062,False
2010,2010-09-30,TIE,0001011657,cik:0001011657,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2007-10-29,2012-12-24,exit,3341,False
2010,2010-09-30,TIF,0000098246,cik:0000098246,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2000-06-21,2016-01-01,source_boundary,5944,False
2010,2010-09-30,TJX,0000109198,cik:0000109198,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.0833742850637763e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,5651,False
2010,2010-09-30,TLAB,0000317771,cik:0000317771,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2011-12-21,exit,3661,False
2010,2010-09-30,TMK,0000320335,cik:0000320335,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,6311,False
2010,2010-09-30,TMO,0000097745,cik:0000097745,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.0237946400580857e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1997-01-02,2016-01-01,source_boundary,3829,False
2010,2010-09-30,TMUS,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.1259215617298591e-05,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2009-06-30,2013-05-01,exit,,False
2010,2010-09-30,TPR,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.838725870562999e-06,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2004-09-01,2016-01-01,source_boundary,,False
2010,2010-09-30,TROW,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.00010264107770877607,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,1999-10-13,2016-01-01,source_boundary,,False
2010,2010-09-30,TRV,0000086312,cik:0000086312,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.7823937655946387e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,6331,False
2010,2010-09-30,TSN,0000100493,cik:0000100493,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,7.470426987645777e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2005-08-11,2016-01-01,source_boundary,2015,False
2010,2010-09-30,TSS,0000721683,cik:0000721683,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2008-01-02,2016-01-01,source_boundary,7389,False
2010,2010-09-30,TWC,0001377013,cik:0001377013,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2009-03-30,2016-01-01,source_boundary,4841,False
2010,2010-09-30,TWX,0001105705,cik:0001105705,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,7812,False
2010,2010-09-30,TXN,0000097476,cik:0000097476,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,5.501122231031942e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,3674,False
2010,2010-09-30,TXT,0000217346,cik:0000217346,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,4.98330529013935e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,3720,False
2010,2010-09-30,UNH,0000731766,cik:0000731766,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.740813495420881e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,6324,False
2010,2010-09-30,UNM,0000005513,cik:0000005513,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,6.337359343768781e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,6321,False
2010,2010-09-30,UNP,0000100885,cik:0000100885,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,4.036600663119838e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4011,False
2010,2010-09-30,UPS,0001090727,cik:0001090727,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.5782387056627646e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2002-07-22,2016-01-01,source_boundary,4210,False
2010,2010-09-30,URBN,0000912615,cik:0000912615,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.0431888471384988e-07,False,yahoo,complete,accredited_entity_interval,tier_a,none,2010-02-08,2016-01-01,source_boundary,5651,False
2010,2010-09-30,USB,0000036104,cik:0000036104,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,6.499733374909507e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,6021,False
2010,2010-09-30,UTX,0000101829,cik:0000101829,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,3724,False
2010,2010-09-30,V,0001403161,cik:0001403161,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,5.408228155534548e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2009-12-21,2016-01-01,source_boundary,7389,False
2010,2010-09-30,VAR,0000203527,cik:0000203527,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2007-02-12,2016-01-01,source_boundary,3845,False
2010,2010-09-30,VFC,0000103379,cik:0000103379,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,7.989994094652622e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,2320,False
2010,2010-09-30,VIAB,0001339947,cik:0001339947,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2006-01-03,2016-01-01,source_boundary,4841,False
2010,2010-09-30,VIAV,,,,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2000-07-27,2013-12-23,exit,,False
2010,2010-09-30,VLO,0001035002,cik:0001035002,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.0025678834186055395,False,yahoo,complete,accredited_entity_interval,tier_a,none,2004-04-29,2016-01-01,source_boundary,2911,False
2010,2010-09-30,VMC,0001396009,cik:0001396009,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.2489192915420295e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1999-07-01,2016-01-01,source_boundary,1400,False
2010,2010-09-30,VNO,0000899689,cik:0000899689,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.4695614153068573e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2005-08-12,2016-01-01,source_boundary,6798,False
2010,2010-09-30,VRSN,0001014473,cik:0001014473,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.00015997192191105739,False,yahoo,complete,accredited_entity_interval,tier_a,none,2006-02-01,2016-01-01,source_boundary,7371,False
2010,2010-09-30,VTR,0000740260,cik:0000740260,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.00023443012141919703,False,yahoo,complete,accredited_entity_interval,tier_a,none,2009-03-04,2016-01-01,source_boundary,6798,False
2010,2010-09-30,VZ,0000732712,cik:0000732712,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,6.367947087038139e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4813,False
2010,2010-09-30,WAT,0001000697,cik:0001000697,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,9.387375831337868e-08,False,yahoo,complete,accredited_entity_interval,tier_a,none,2002-01-02,2016-01-01,source_boundary,3826,False
2010,2010-09-30,WBA,0001618921,cik:0001618921,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,,False
2010,2010-09-30,WDC,0000106040,cik:0000106040,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,7.34047394297388e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2009-07-01,2016-01-01,source_boundary,3572,False
2010,2010-09-30,WEC,0000783325,cik:0000783325,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,6.108916537508336e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2008-10-31,2016-01-01,source_boundary,4931,False
2010,2010-09-30,WELL,0000766704,cik:0000766704,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.816087233758925e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2009-01-30,2016-01-01,source_boundary,6798,False
2010,2010-09-30,WFC,0000072971,cik:0000072971,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,5.201384993926972e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,6021,False
2010,2010-09-30,WFM,,,,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2006-01-03,2016-01-01,source_boundary,,False
2010,2010-09-30,WHR,0000106640,cik:0000106640,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.9273214188064716e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,3630,False
2010,2010-09-30,WIN,0001282266,cik:0001282266,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2006-07-18,2015-04-07,exit,4813,False
2010,2010-09-30,WLP,0001156039,cik:0001156039,reviewed_alias,253,0,,,0,,,0,insufficient_overlap,,False,,incomplete_prices,legacy_symbol_unattributed,excluded,none,2009-12-01,2014-12-03,ticker_change,6324,False
2010,2010-09-30,WM,0000823768,cik:0000823768,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,3.774040370931875e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1998-07-17,2016-01-01,source_boundary,4953,False
2010,2010-09-30,WMB,0000107263,cik:0000107263,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.2964172610141488e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4922,False
2010,2010-09-30,WMT,0000104169,cik:0000104169,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,4.778482215580307e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,5331,False
2010,2010-09-30,WU,0001365135,cik:0001365135,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.0303278998728962e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,2006-10-02,2016-01-01,source_boundary,7389,False
2010,2010-09-30,WY,0000106535,cik:0000106535,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.001668335438027306,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,2400,False
2010,2010-09-30,WYND,,,,253,0,,,0,,,0,insufficient_overlap,,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2006-08-01,2016-01-01,source_boundary,,False
2010,2010-09-30,WYNN,0001174922,cik:0001174922,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,6.322458151948319e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,2008-11-14,2016-01-01,source_boundary,7990,False
2010,2010-09-30,X,0001163302,cik:0001163302,confirmed_by_multiple_evidence,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2014-07-02,exit,3312,False
2010,2010-09-30,XEL,0000072903,cik:0000072903,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,7.245088349996379e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4931,False
2010,2010-09-30,XL,0000875159,cik:0000875159,corroborated_candidate,253,0,,,0,,,0,insufficient_overlap,,False,,incomplete_prices,legacy_symbol_unattributed,excluded,none,2001-09-04,2016-01-01,source_boundary,6351,False
2010,2010-09-30,XLNX,0000743988,cik:0000743988,corroborated_candidate,253,0,,,253,2009-09-30,2010-09-30,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1999-11-08,2016-01-01,source_boundary,3674,False
2010,2010-09-30,XOM,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,2.878833194215336e-06,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,,False
2010,2010-09-30,XRAY,0000818479,cik:0000818479,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.00015414834057815856,False,yahoo,complete,accredited_entity_interval,tier_a,none,2008-11-14,2016-01-01,source_boundary,3843,False
2010,2010-09-30,XRX,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,5.053197811215829e-05,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,,False
2010,2010-09-30,YUM,0001041061,cik:0001041061,corroborated_candidate,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,divergent_overlap,0.005081589403533385,False,yahoo,complete,accredited_entity_interval,tier_a,none,1997-10-07,2016-01-01,source_boundary,5812,False
2010,2010-09-30,ZBH,,,,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,1.9145829702482697e-06,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,2001-08-07,2016-01-01,source_boundary,,False
2010,2010-09-30,ZION,0000109380,cik:0000109380,confirmed_by_multiple_evidence,253,253,2009-09-30,2010-09-30,253,2009-09-30,2010-09-30,252,consistent_overlap,0.00025473564287356717,False,yahoo,complete,accredited_entity_interval,tier_a,none,2001-06-25,2016-01-01,source_boundary,6021,False
2010,2010-09-30,SPY,,,benchmark,253,253,2009-09-30,2010-09-30,0,,,0,not_applicable,,False,yahoo,complete,benchmark,benchmark,none,,,,,False
2010,2010-12-31,A,0001090872,cik:0001090872,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,6.012178659627887e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,2000-06-05,2016-01-01,source_boundary,3825,False
2010,2010-12-31,AABA,,,,253,0,,,253,2009-12-31,2010-12-31,0,insufficient_overlap,,False,,identity_unresolved,legacy_symbol_unattributed,excluded,none,1999-12-08,2016-01-01,source_boundary,,False
2010,2010-12-31,AAPL,0000320193,cik:0000320193,confirmed_by_multiple_evidence,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,1.861575164956109e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,3571,False
2010,2010-12-31,ABC,0001140859,cik:0001140859,corroborated_candidate,253,0,,,253,2009-12-31,2010-12-31,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,2001-08-30,2016-01-01,source_boundary,5122,False
2010,2010-12-31,ABT,0000001800,cik:0000001800,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,4.876954328483232e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,2834,False
2010,2010-12-31,ADBE,0000796343,cik:0000796343,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,0.00015517425876199865,False,yahoo,complete,accredited_entity_interval,tier_a,none,1997-05-06,2016-01-01,source_boundary,7372,False
2010,2010-12-31,ADI,0000006281,cik:0000006281,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,3.862835098152885e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1999-10-12,2016-01-01,source_boundary,3674,False
2010,2010-12-31,ADM,0000007084,cik:0000007084,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,7.881515670817741e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,2070,False
2010,2010-12-31,ADP,0000008670,cik:0000008670,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,4.161193525087374e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,7374,False
2010,2010-12-31,ADSK,0000769397,cik:0000769397,confirmed_by_multiple_evidence,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,0.00014635468943785318,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,7372,False
2010,2010-12-31,AEE,0001002910,cik:0001002910,confirmed_by_multiple_evidence,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,6.057003311744637e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4931,False
2010,2010-12-31,AEP,0000004904,cik:0000004904,corroborated_candidate,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,4.413086461038108e-06,False,yahoo,complete,accredited_entity_interval,tier_a,none,1996-01-02,2016-01-01,source_boundary,4911,False
2010,2010-12-31,AES,0000874761,cik:0000874761,confirmed_by_multiple_evidence,253,253,2009-12-31,2010-12-31,253,2009-12-31,2010-12-31,252,consistent_overlap,1.271471564079474e-05,False,yahoo,complete,accredited_entity_interval,tier_a,none,1998-10-02,2016-01-01,source_boundary,4991,False
2010,2010-12-31,AET,0001122304,cik:0001122304,corroborated_candidate,253,0,,,253,2009-12-31,2010-12-31,0,insufficient_overlap,,False,,archive_evidence_missing,legacy_symbol_unattributed,excluded,none,1996-01-02,2016-01-01,source_boundary,6324,False
