symbol,cik,historical_name,sha256,accession,filed_date,source_url,candidate_status,member_in_fja
YHOO,0001011006,YAHOO INC,e149fc54b3412bb4eb995366f25df83c2b3c46d77ef7b14f198624d78a2e2ed6,0001193125-13-438172,2013-11-12,https://www.sec.gov/Archives/edgar/data/1011006/000119312513438172/yhoo-20130930.xml,agrees,False
AMBC,0000874501,AMBAC FINANCIAL GROUP INC,59fc0b720f8c8aeb35445d37ed7e8dc5baa3fa06649ebc738c0585f433e896d6,0001193125-13-441641,2013-11-14,https://www.sec.gov/Archives/edgar/data/874501/000119312513441641/ambc-20130930.xml,missing,False
BEAM,0000789073,BEAM INC,310b1746df7441e2e2bcad74b67178de6d8ee5cc7da18a7cf89d4f6bdd670c87,0001193125-14-057299,2014-02-18,https://www.sec.gov/Archives/edgar/data/789073/000119312514057299/beam-20131231.xml,agrees,True
ACT,0001578845,ACTAVIS PLC,1b02107a19b3adb4f4670e9d5ddf59f21cbe65efc7cf917ac76676a8f131e845,0001193125-14-066242,2014-02-25,https://www.sec.gov/Archives/edgar/data/1578845/000119312514066242/act-20131231.xml,conflicts,False
YHOO,0001011006,YAHOO INC,006caad83120ec9c81b1afd04dd73b989efb60a1ec18c292a6370092da9f6a81,0001193125-14-077321,2014-02-28,https://www.sec.gov/Archives/edgar/data/1011006/000119312514077321/yhoo-20131231.xml,agrees,False
AMBC,0000874501,AMBAC FINANCIAL GROUP INC,92b5b38acfc802ea9dae280aa9662167a88751e9f60a2f40de75d0b34ebb5212,0001193125-14-080373,2014-03-03,https://www.sec.gov/Archives/edgar/data/874501/000119312514080373/ambc-20131231.xml,missing,False
WMIH,0000933136,WMI HOLDINGS CORP.,2b4471e61ef51b355927a2b850bde9606d2906195ac7100f77157402f2c5a647,0001193125-14-100035,2014-03-14,https://www.sec.gov/Archives/edgar/data/933136/000119312514100035/wmih-20131231.xml,missing,False
SVU,0000095521,SUPERVALU INC,e61d10480ec0887221cc2d399f1e1f8feb3ac7afe976732827de361ebfdbe200,0001193125-14-154989,2014-04-23,https://www.sec.gov/Archives/edgar/data/95521/000119312514154989/svu-20140222.xml,missing,False
TE,0000350563,,4246e7dd9d93534c8158a24e451702e21083724603d1e2c218ebb40b5e1495e1,0001193125-14-178557,2014-05-02,https://www.sec.gov/Archives/edgar/data/350563/000119312514178557/te-20140331.xml,agrees,True
ACT,0001578845,ACTAVIS PLC,1bb513dfb7c2a1b960a7b5782f978202152bc359372d7374a7f4a88736052748,0001193125-14-182726,2014-05-05,https://www.sec.gov/Archives/edgar/data/1578845/000119312514182726/act-20140331.xml,conflicts,False
YHOO,0001011006,YAHOO INC,74f0188c8a25dde1192588cb112d48e32a2db38f3ff81106f6f60f92630b2130,0001193125-14-190107,2014-05-08,https://www.sec.gov/Archives/edgar/data/1011006/000119312514190107/yhoo-20140331.xml,agrees,False
WMIH,0000933136,WMI HOLDINGS CORP.,4aaaab70449f0b2fa4f38ee0fd81edae60d858c5014cafad961dd1ccf077e484,0001193125-14-192418,2014-05-09,https://www.sec.gov/Archives/edgar/data/933136/000119312514192418/wmih-20140331.xml,missing,False
SVU,0000095521,SUPERVALU INC,1da9e045d6345c6e2c9d9f77bfcad4f66c386040abfbbfa7ee37abebd1edc3b7,0001193125-14-278681,2014-07-24,https://www.sec.gov/Archives/edgar/data/95521/000119312514278681/svu-20140614.xml,missing,False
TE,0000350563,,b2e882b97f8496200646cc4b682e75237275f125596f1847d74c9bada0a23569,0001193125-14-291583,2014-08-01,https://www.sec.gov/Archives/edgar/data/350563/000119312514291583/te-20140630.xml,agrees,True
ACT,0001578845,ACTAVIS PLC,1bff47dff8be556ea6429437b789a49b1952c2c6de2df564aaed732010758caf,0001193125-14-295884,2014-08-05,https://www.sec.gov/Archives/edgar/data/1578845/000119312514295884/act-20140630.xml,conflicts,False
YHOO,0001011006,YAHOO INC,d0a2c69872b3f0cde35a72b76ddcfb7046b23ff6be0834665b9a03b295a8c58f,0001193125-14-300660,2014-08-07,https://www.sec.gov/Archives/edgar/data/1011006/000119312514300660/yhoo-20140630.xml,agrees,False
WMIH,0000933136,WMI HOLDINGS CORP.,daa7d5f6a6536a4fb3008a3626c8430eb5b42c3f955c867938b235ff89595667,0001193125-14-303111,2014-08-08,https://www.sec.gov/Archives/edgar/data/933136/000119312514303111/wmih-20140630.xml,missing,False
AZO,0000866787,AUTOZONE INC,0ed6bfa0da2b87618d2c24f7d232fb15a271e7dba957f600a07a53b25a123adc,0001193125-14-383401,2014-10-27,https://www.sec.gov/Archives/edgar/data/866787/000119312514383401/azo-20140830.xml,agrees,True
POM,0001135971,,878b4a662cade23176ad101e6b1cd34e4983126858c12d27acf304b28583c9da,0001193125-14-389980,2014-10-31,https://www.sec.gov/Archives/edgar/data/1135971/000119312514389980/pom-20140930.xml,agrees,True
ACT,0001578845,,b8e08707fa4afc72d118ab4eb50ce51f4b0f8892965413c3c67315e7d8c73681,0001193125-14-398729,2014-11-05,https://www.sec.gov/Archives/edgar/data/1578845/000119312514398729/act-20140930.xml,conflicts,False
YHOO,0001011006,YAHOO INC,3360131cf8b11a6964fa72fe670df4be4de5710f4487c2e3bc579f9960762a23,0001193125-14-403314,2014-11-07,https://www.sec.gov/Archives/edgar/data/1011006/000119312514403314/yhoo-20140930.xml,agrees,False
NE,0001458891,NOBLE CORP PLC,8c53093b6d8df76e0f1f17dce1eecfaff96d346a4e22b3b5327db6b910b5d6df,0001193125-14-403546,2014-11-07,https://www.sec.gov/Archives/edgar/data/1458891/000119312514403546/ne-20140930.xml,agrees,True
ACT,0001578845,,eea833b627812d588b2725f6a2ae5eb63476336b946355c2b8bb47ee69d9d258,0001193125-15-052898,2015-02-18,https://www.sec.gov/Archives/edgar/data/1578845/000119312515052898/act-20141231.xml,conflicts,False
POM,0001135971,,1065b0880ccc1acec49928984681a18200a3561fd236da55dd3c4384899e3187,0001193125-15-066324,2015-02-27,https://www.sec.gov/Archives/edgar/data/1135971/000119312515066324/pom-20141231.xml,agrees,True
YHOO,0001011006,YAHOO INC,514c51fe8fb917f87a749ae4eaaacfa32ec1cedae6e3babca2a365f97f44ef84,0001193125-15-066560,2015-02-27,https://www.sec.gov/Archives/edgar/data/1011006/000119312515066560/yhoo-20141231.xml,agrees,False
NE,0001458891,NOBLE CORP PLC,946a18b84dad605c6a92b4232f5a0edb82e3fc110b4fa6a1827bcafb8b8a8f7f,0001193125-15-068812,2015-02-27,https://www.sec.gov/Archives/edgar/data/1458891/000119312515068812/ne-20141231.xml,agrees,True
AZO,0000866787,AUTOZONE INC,3156a262c5181ad3493050d5d1f042dfbf8824b7235bb56246ed70e050b47fb1,0001193125-15-103307,2015-03-24,https://www.sec.gov/Archives/edgar/data/866787/000119312515103307/azo-20150214.xml,agrees,True
POM,0001135971,,76a73a7fbb3252a2bd3d45d6cbd73fd69568910e92f0ccdf6c218349e1fa2e7c,0001193125-15-163051,2015-05-01,https://www.sec.gov/Archives/edgar/data/1135971/000119312515163051/pom-20150331.xml,agrees,True
NE,0001458891,NOBLE CORP PLC,bce3d36dfb9c324def9927dde8a732b8eaa07b9fadbcb4e9795dca26d50034f4,0001193125-15-177074,2015-05-07,https://www.sec.gov/Archives/edgar/data/1458891/000119312515177074/ne-20150331.xml,agrees,True
YHOO,0001011006,YAHOO INC,c4254df8282ddd236f5f3cd0ecb155712f0978d68b41e82e8737f1978d523e47,0001193125-15-177109,2015-05-07,https://www.sec.gov/Archives/edgar/data/1011006/000119312515177109/yhoo-20150331.xml,agrees,False
ACT,0001578845,,565b9f4a38cd587482f28308723775b267fd81607b386a0a636582e8a6a2d50e,0001193125-15-180860,2015-05-11,https://www.sec.gov/Archives/edgar/data/1578845/000119312515180860/act-20150331.xml,conflicts,False
POM,0001135971,,b27cdd985c7ec8b27472864dbf86fda19c1c55f99f1390112567cc7e3da22bf6,0001193125-15-262919,2015-07-27,https://www.sec.gov/Archives/edgar/data/1135971/000119312515262919/pom-20150630.xml,agrees,True
NE,0001458891,NOBLE CORP PLC,ea095cccbd27ebc3d5eabad89bec5e4571bc8b11b4636f903f0ab78af64b4e50,0001193125-15-280725,2015-08-06,https://www.sec.gov/Archives/edgar/data/1458891/000119312515280725/ne-20150630.xml,missing,False
YHOO,0001011006,YAHOO INC,ebb0f3c11ddcebfca9c4037904884b6eaed764cfd9b3a30a492e458d938ed690,0001193125-15-283145,2015-08-07,https://www.sec.gov/Archives/edgar/data/1011006/000119312515283145/yhoo-20150630.xml,agrees,False
POM,0001135971,,70ced192eac3f5157ad88a1eaf40a221b7bb3893c11182ad066164326ccdf647,0001193125-15-352178,2015-10-26,https://www.sec.gov/Archives/edgar/data/1135971/000119312515352178/pom-20150930.xml,agrees,True
AZO,0000866787,AUTOZONE INC,bee58383f001d7978eb3cf341b289be39b994cdad2bb715726ddbe8ef74c6635,0001193125-15-353476,2015-10-26,https://www.sec.gov/Archives/edgar/data/866787/000119312515353476/azo-20150829.xml,agrees,True
YHOO,0001011006,YAHOO INC,3a442d5e517b9e5922e7e12ed12a4d118c80211c8e611f29b776d26c063f6632,0001193125-15-368412,2015-11-05,https://www.sec.gov/Archives/edgar/data/1011006/000119312515368412/yhoo-20150930.xml,agrees,False
SE,0001373835,SPECTRA ENERGY CORP.,cd6c3b8201d6b53c4dff6aa6c2891743e39b6d7037e4a3de7407d4aef4902603,0001373835-15-000003,2015-02-27,https://www.sec.gov/Archives/edgar/data/1373835/000137383515000003/se-20141231.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,d6b9d3a3d48ea13670eaa3baa077e27baec6dc14a26063acc5056454c551918f,0001373835-15-000005,2015-05-07,https://www.sec.gov/Archives/edgar/data/1373835/000137383515000005/se-20150331.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,96f57e850dcff9d4fe3cab12bc418a8945ce0ea865164d39c6de3c7872d9ec94,0001373835-15-000007,2015-08-06,https://www.sec.gov/Archives/edgar/data/1373835/000137383515000007/se-20150630.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,1dad3eb0c6dd43c31b5c74182836e75d2fbda0b1297bab38ece45c15579d48f7,0001373835-15-000011,2015-11-05,https://www.sec.gov/Archives/edgar/data/1373835/000137383515000011/se-20150930.xml,agrees,True
MAR,0001048286,MARRIOTT INTERNATIONAL INC /MD/,de59fd1fe3ebe76d90964b243374458d3d831f8832cf118a4e26aa0659e9d7d9,0001445305-12-002157,2012-07-12,https://www.sec.gov/Archives/edgar/data/1048286/000144530512002157/mar-20120615.xml,agrees,True
CSCO,0000858877,"CISCO SYSTEMS, INC.",f1cd6bb5ed8e1dfb875cd77b87634c7f286b371e75f6cbc6700260012d701a82,0001445305-12-003709,2012-11-20,https://www.sec.gov/Archives/edgar/data/858877/000144530512003709/csco-20121027.xml,agrees,True
MAR,0001048286,MARRIOTT INTERNATIONAL INC /MD/,28e4ca1fc5cef1c4bb085a437e0caeff04fe33d75fe2aa6e409a1dc96142ea06,0001445305-13-001794,2013-08-01,https://www.sec.gov/Archives/edgar/data/1048286/000144530513001794/mar-20130630.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,2dcb69585a6af3d5d5389c729022f6a638716ad0fa08afeaf13a4b52664b6e01,0001445305-13-001973,2013-08-07,https://www.sec.gov/Archives/edgar/data/1373835/000144530513001973/se-20130630.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,c614bed9131efe756a012efd2bf0d2da2cc78533071a8f8ddc2aeab99a293518,0001445305-13-002795,2013-11-07,https://www.sec.gov/Archives/edgar/data/1373835/000144530513002795/se-20130930.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,856749103f73f8047d97f99ad3a46d2abea31ec178513cf9cc77f4ed39ab1c84,0001445305-14-000782,2014-02-28,https://www.sec.gov/Archives/edgar/data/1373835/000144530514000782/se-20131231.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,2c9c8f176c50d34ddc1573812d345b04df7a4348c95eabada779aa4592969db8,0001445305-14-001966,2014-05-08,https://www.sec.gov/Archives/edgar/data/1373835/000144530514001966/se-20140331.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,265def429df9ff06d311d3a4c4f446b91a522be34605c8b2da5d507e291b7e5a,0001445305-14-003479,2014-08-07,https://www.sec.gov/Archives/edgar/data/1373835/000144530514003479/se-20140630.xml,agrees,True
SE,0001373835,SPECTRA ENERGY CORP.,24384c777aba7b36777dbe96eb288bc9a9fc4eb6abc139366e92e4d3f78c1ca9,0001445305-14-004852,2014-11-06,https://www.sec.gov/Archives/edgar/data/1373835/000144530514004852/se-20140930.xml,agrees,True
ADT,0001546640,ADT Corp,3df1e8c3a56f6a19fc231c5b4421bc6fecb42fbe16bc7ef02b8439e5620c6224,0001546640-13-000022,2013-11-20,https://www.sec.gov/Archives/edgar/data/1546640/000154664013000022/adt-20130927.xml,agrees,True
ADT,0001546640,ADT Corp,a929682b3fbf2ae9c74567112ff2c21759c6c9feb0c9218fabc8715166e225db,0001546640-14-000005,2014-01-30,https://www.sec.gov/Archives/edgar/data/1546640/000154664014000005/adt-20131227.xml,agrees,True
ADT,0001546640,ADT Corp,4aae9e984f1ab9c51e2339bbd50e9495624e1f915b5ce4dfc0299884fa4ae91c,0001546640-14-000011,2014-04-30,https://www.sec.gov/Archives/edgar/data/1546640/000154664014000011/adt-20140328.xml,agrees,True
ADT,0001546640,ADT Corp,6039f8dde2fb93151da48dea78ce5be23e09a0982df1d1c127875f5f45d3c19a,0001546640-14-000017,2014-07-30,https://www.sec.gov/Archives/edgar/data/1546640/000154664014000017/adt-20140627.xml,agrees,True
ADT,0001546640,ADT Corp,23ad9835258fbb02738e40207690114f94aca73a0df378203b5dbf6a9c73cc78,0001546640-14-000023,2014-11-12,https://www.sec.gov/Archives/edgar/data/1546640/000154664014000023/adt-20140926.xml,agrees,True
ADT,0001546640,ADT Corp,0ad6abfe1a13cd4c69bce331ed94930f8244db23d6007ce8ef1bffb3e2cc02f5,0001546640-15-000010,2015-01-28,https://www.sec.gov/Archives/edgar/data/1546640/000154664015000010/adt-20141226.xml,agrees,True
ADT,0001546640,ADT Corp,f7d3c30e6234aea63710f54d0bb66edeac79d804535d09960777bd0b7507ac9c,0001546640-15-000018,2015-04-29,https://www.sec.gov/Archives/edgar/data/1546640/000154664015000018/adt-20150327.xml,agrees,True
ADT,0001546640,ADT Corp,3d4268a9a953938a3c6faff0c56f94da808a3351923cb6f175d47b134f7a991b,0001546640-15-000024,2015-07-29,https://www.sec.gov/Archives/edgar/data/1546640/000154664015000024/adt-20150626.xml,agrees,True
ADT,0001546640,ADT Corp,456185997414b2a7e4a781d90a5ca8fa6d4d1d0ff57a58d74e6b000fd95ace9d,0001546640-15-000031,2015-11-12,https://www.sec.gov/Archives/edgar/data/1546640/000154664015000031/adt-20150925.xml,agrees,True
HST,0001070750,,e297695b5f190d77c3e543e8ab8c8ff0befa4abd8708e8e049c9cfcba2523536,0001564590-13-000201,2013-08-06,https://www.sec.gov/Archives/edgar/data/1070750/000156459013000201/hst-20130630.xml,agrees,True
TE,0000350563,,4739ee422a80dadabc9f63e6b8415c5f501bc611b0a8cb32316e42df4b9ca613,0001564590-14-004772,2014-10-31,https://www.sec.gov/Archives/edgar/data/350563/000156459014004772/te-20140930.xml,agrees,True
WMIH,0000933136,WMI HOLDINGS CORP.,789b6d6cbab971f1f6fdcf0d69848f6cad4536b5376a46157c0ecd57bdd4e939,0001564590-14-005294,2014-11-07,https://www.sec.gov/Archives/edgar/data/933136/000156459014005294/wmih-20140930.xml,missing,False
TE,0000350563,,fff8f635090e4252cfa22dcd5bed853c66e2ac057078d0ffd4df7b45d86ebdb6,0001564590-15-001057,2015-02-27,https://www.sec.gov/Archives/edgar/data/350563/000156459015001057/te-20141231.xml,agrees,True
WMIH,0000933136,WMI HOLDINGS CORP.,a505012aae663dbcfa1700515a5167aa841278b6e1c3379e7a0991b45803f041,0001564590-15-001104,2015-02-27,https://www.sec.gov/Archives/edgar/data/933136/000156459015001104/wmih-20141231.xml,missing,False
TE,0000350563,,451e8004b939ec8dccb2be16b447356b78787496abc439e4f7bbeff62c6aa63c,0001564590-15-003149,2015-05-01,https://www.sec.gov/Archives/edgar/data/350563/000156459015003149/te-20150331.xml,agrees,True
WMIH,0000933136,WMI HOLDINGS CORP.,55aa3549fffb5cc769a149bdab9f7de019f7a816fb962c0b5c30aa93c609e0e2,0001564590-15-003762,2015-05-08,https://www.sec.gov/Archives/edgar/data/933136/000156459015003762/wmih-20150331.xml,missing,False
TE,0000350563,,ee137a7ff808b8f31ae773994447d9d755a529173601d7fad60edb5f6f05d7d7,0001564590-15-006264,2015-08-05,https://www.sec.gov/Archives/edgar/data/350563/000156459015006264/te-20150630.xml,agrees,True
AGN,0001578845,,35252e88b3172816e236ab51d6bdce07c260e1d24a1c97066290c748842e06a9,0001564590-15-006357,2015-08-06,https://www.sec.gov/Archives/edgar/data/1578845/000156459015006357/agn-20150630.xml,agrees,True
WMIH,0000933136,WMIH CORP.,0d71caad1207c1999f7f4abb5003419e570a0257082366c98503b4ed8bdd378e,0001564590-15-006678,2015-08-07,https://www.sec.gov/Archives/edgar/data/933136/000156459015006678/wmih-20150630.xml,missing,False
NE,0001458891,NOBLE CORP PLC,bbf4d9f293dd110c07c2debb95c793b71f6f85f33e8300604f74a6894e44f6ce,0001564590-15-009305,2015-11-04,https://www.sec.gov/Archives/edgar/data/1458891/000156459015009305/ne-20150930.xml,missing,False
TE,0000350563,,fb7667104ecb2baf02db4e922f582f7b20a715c1452c12f883125488064ca6f9,0001564590-15-009513,2015-11-05,https://www.sec.gov/Archives/edgar/data/350563/000156459015009513/te-20150930.xml,agrees,True
AGN,0001578845,,2daee979a696d292c7560e67f061ee410c675ff99db0b82c819b88fad02cc25b,0001564590-15-009844,2015-11-06,https://www.sec.gov/Archives/edgar/data/1578845/000156459015009844/agn-20150930.xml,agrees,True
WMIH,0000933136,WMIH CORP.,d99384871957b551f1e58cde24d20924f2e5eb52f3d51f58cec96280eb50d503,0001564590-15-009929,2015-11-06,https://www.sec.gov/Archives/edgar/data/933136/000156459015009929/wmih-20150930.xml,missing,False
